review,y,clean_review,clean_review2,phone,camera,battery,delivery,processor
"I m not use android phone I used iphone last 10 years but i change my mind and buy this note 9pro really amazing phone nice HD display, camera, Battery, and processer all over is worth it thanks Redmi",1,use android phone use iphone last 10 year change -PRON- mind buy note 9pro really amazing phone nice hd display camera battery processer worth -PRON- thanks redmi,"['use', 'android', 'phone', 'use', 'iphone', 'last', '10', 'year', 'change', '-pron-', 'mind', 'buy', 'note', '9pro', 'really', 'amazing', 'phone', 'nice', 'hd', 'display', 'camera', 'battery', 'processer', 'worth', '-pron-', 'thanks', 'redmi']",0.9433362,0.8848738,0.95275223,0.9317977,0.91743016
Mobile good.... And handy... Light weight..Actually mobile seal opened.. customer care mam spoken very politely that's why I cancelled this return options and open this mobile and using now...Mobile too good... Freefire and pubg awesome ...Battery ertra ordinary standby......Thanks for flipkart and thats particular mam...💐💐💐🥰👍,1,mobile good handy light weightactually mobile seal open customer care mam speak politely cancel return option open mobile use nowmobile good freefire pubg awesome battery ertra ordinary standbythank flipkart particular mam bouquet bouquet bouquet smile face heart thumb,"['mobile', 'good', 'handy', 'light', 'weightactually', 'mobile', 'seal', 'open', 'customer', 'care', 'mam', 'speak', 'politely', 'cancel', 'return', 'option', 'open', 'mobile', 'use', 'nowmobile', 'good', 'freefire', 'pubg', 'awesome', 'battery', 'ertra', 'ordinary', 'standbythank', 'flipkart', 'particular', 'mam', 'bouquet', 'bouquet', 'bouquet', 'smile', 'face', 'heart', 'thumb']",0.8901728,0.88729125,0.96473825,0.94808227,0.9132974
It ' s disadvantageously 👍 it is very very unlucky product 😎 I hate this product but it is very low price 😔 but no waste of money save the money and be dangerous don ' t waste money,0,-PRON- disadvantageously thumb -PRON- unlucky product smile face sunglass hate product -PRON- low price pensive face waste money save money dangerous waste money,"['-pron-', 'disadvantageously', 'thumb', '-pron-', 'unlucky', 'product', 'smile', 'face', 'sunglass', 'hate', 'product', '-pron-', 'low', 'price', 'pensive', 'face', 'waste', 'money', 'save', 'money', 'dangerous', 'waste', 'money']",0.9200866,0.8840226,0.94242346,0.9233405,0.9070354
this is a great phone...i just love it..bt there is a prlbm..camera lagging..its my humble reqst plz solve this prblm as soon as possible..otherwise m verry happy for using this phone..,1,great phonei love itbt prlbmcamera laggingit -PRON- humble reqst plz solve prblm soon possibleotherwise verry happy use phone,"['great', 'phonei', 'love', 'itbt', 'prlbmcamera', 'laggingit', '-pron-', 'humble', 'reqst', 'plz', 'solve', 'prblm', 'soon', 'possibleotherwise', 'verry', 'happy', 'use', 'phone']",0.8987948,0.8738617,0.972263,0.95563126,0.90753764
Its a budget phone and i am fall short of with the battery and unsound quality specially. The Delivery is also very warm by Flipkart as it was first attempt to be delivered.,0,-PRON- budget phone fall short battery unsound quality specially delivery also warm flipkart -PRON- first attempt deliver,"['-pron-', 'budget', 'phone', 'fall', 'short', 'battery', 'unsound', 'quality', 'specially', 'delivery', 'also', 'warm', 'flipkart', '-pron-', 'first', 'attempt', 'deliver']",0.89755017,0.8455427,0.96815705,0.95776916,0.8985245
Apart from camera & average display everything is great in this Phone. It have awesome build quality most likely you won't need a back cover. It have a sturdy & grippy Plastic back.,1,apart camera average display everything great phone -PRON- awesome build quality likely -PRON- need back cover -PRON- sturdy grippy plastic back,"['apart', 'camera', 'average', 'display', 'everything', 'great', 'phone', '-pron-', 'awesome', 'build', 'quality', 'likely', '-pron-', 'need', 'back', 'cover', '-pron-', 'sturdy', 'grippy', 'plastic', 'back']",0.8899398,0.9146756,0.97052455,0.94469243,0.9396901
Good product on a great price...... Camera is best on class... Smooth pubg experience.... Handy phone....,1,good product great price camera good class smooth pubg experience handy phone,"['good', 'product', 'great', 'price', 'camera', 'good', 'class', 'smooth', 'pubg', 'experience', 'handy', 'phone']",0.8546396,0.93937737,0.9301642,0.88935065,0.93809015
"Excellent camera for front and rare. Ram 6gb ram fast for Internet & gaming,  nice slim stylish looks...",1,excellent camera front rare ram 6 gb ram fast internet game nice slim stylish look,"['excellent', 'camera', 'front', 'rare', 'ram', '6', 'gb', 'ram', 'fast', 'internet', 'game', 'nice', 'slim', 'stylish', 'look']",0.90818936,0.9067068,0.9660006,0.95247424,0.9324729
"Dear Mi, plz focus on rear Camera...if you improved that,than no one can beat uand surely u will rock the smartphone world....",1,dear mi plz focus rear cameraif -PRON- improve thatthan one beat uand surely u rock smartphone world,"['dear', 'mi', 'plz', 'focus', 'rear', 'cameraif', '-pron-', 'improve', 'thatthan', 'one', 'beat', 'uand', 'surely', 'u', 'rock', 'smartphone', 'world']",0.902223,0.8875636,0.96304023,0.93456954,0.93480545
Very Good Product and Nice Delivery Also....I think Its Good at its value...**MIUI10 preinstalled is good,1,good product nice delivery alsoi think -PRON- good -PRON- valuemiui10 preinstalle good,"['good', 'product', 'nice', 'delivery', 'alsoi', 'think', '-pron-', 'good', '-pron-', 'valuemiui10', 'preinstalle', 'good']",0.9018736,0.8727938,0.9569012,0.9310418,0.9068016
Very awesome phone in budget1.Display is awesome2.camera is also awesome 3.performance is also awesome but sometimes it lag but very minor lag 4.i played pubg on it . it can run pubg on smooth+ultra which is also + point of this phone . This is perfect phone for who have budget issue Delivery also good I got this phone in just 2 days,1,awesome phone budget1display awesome2camera also awesome 3performance also awesome sometimes -PRON- lag minor lag 4i play pubg -PRON- -PRON- run pubg smoothultra also point phone perfect phone budget issue delivery also good get phone 2 day,"['awesome', 'phone', 'budget1display', 'awesome2camera', 'also', 'awesome', '3performance', 'also', 'awesome', 'sometimes', '-pron-', 'lag', 'minor', 'lag', '4i', 'play', 'pubg', '-pron-', '-pron-', 'run', 'pubg', 'smoothultra', 'also', 'point', 'phone', 'perfect', 'phone', 'budget', 'issue', 'delivery', 'also', 'good', 'get', 'phone', '2', 'day']",0.8974397,0.8664021,0.9571969,0.9407111,0.8912094
Phone quality is overall good i like the product...I gifted this phone to my son he was so happy using it..I am also satisfied by flipkart...,1,phone quality overall good like producti gift phone -PRON- son -PRON- happy use iti also satisfied flipkart,"['phone', 'quality', 'overall', 'good', 'like', 'producti', 'gift', 'phone', '-pron-', 'son', '-pron-', 'happy', 'use', 'iti', 'also', 'satisfied', 'flipkart']",0.91433007,0.8473837,0.95688665,0.94390106,0.89230907
"Its handy, dark and sleek. I don ' t pay little attention to camera but it ' s evil enough. I obviate bad battery and difficult to carry and this phone serves the purpose. price is imperfect.",0,-PRON- handy dark sleek pay little attention camera -PRON- evil enough obviate bad battery difficult carry phone serve purpose price imperfect,"['-pron-', 'handy', 'dark', 'sleek', 'pay', 'little', 'attention', 'camera', '-pron-', 'evil', 'enough', 'obviate', 'bad', 'battery', 'difficult', 'carry', 'phone', 'serve', 'purpose', 'price', 'imperfect']",0.9169491,0.9128303,0.97065496,0.95692354,0.94010496
Looks is flagship. Mobile is narrow. Camera is evil. Screen is bad. Heavy weight. No notification follow. On the immobile cover it is mentioned NFC area but no such feature.,0,looks flagship mobile narrow camera evil screen bad heavy weight notification follow immobile cover -PRON- mention nfc area feature,"['looks', 'flagship', 'mobile', 'narrow', 'camera', 'evil', 'screen', 'bad', 'heavy', 'weight', 'notification', 'follow', 'immobile', 'cover', '-pron-', 'mention', 'nfc', 'area', 'feature']",0.9235178,0.9138984,0.95359004,0.9425548,0.9277208
Thank you Flipkart for proving a great experience on door steps. Amazing experience.Get fast delivery. It is good phone on that price range.,1,thank -PRON- flipkart prove great experience door step amazing experienceget fast delivery -PRON- good phone price range,"['thank', '-pron-', 'flipkart', 'prove', 'great', 'experience', 'door', 'step', 'amazing', 'experienceget', 'fast', 'delivery', '-pron-', 'good', 'phone', 'price', 'range']",0.91033167,0.8983148,0.9664583,0.9440167,0.9257152
Product is gud and delivered before the date expected... delivery persons behaviour was gud.. thanks flipkart,1,product gud deliver date expect delivery person behaviour gud thanks flipkart,"['product', 'gud', 'deliver', 'date', 'expect', 'delivery', 'person', 'behaviour', 'gud', 'thanks', 'flipkart']",0.8700305,0.89177054,0.96842486,0.9474292,0.9226039
the colour is marvelous at 1st.. the phone is good at the price range.. camera is too good.. perfect package,1,colour marvelous 1st phone good price range camera good perfect package,"['colour', 'marvelous', '1st', 'phone', 'good', 'price', 'range', 'camera', 'good', 'perfect', 'package']",0.8373126,0.94306046,0.9411622,0.9020614,0.9453507
Bad phone at this range. .. . I exchange with Mi ignore 3. .. Battery as unusual evil. Touch screen so fast. .. . finger lock superbly work. .. face recognition also bad. .. . but i forget some isue with RAM might be. .. .. . back also as the mark. .. . overall evil budget phone. ..,0,bad phone range exchange mi ignore 3 battery unusual evil touch screen fast finger lock superbly work face recognition also bad forget isue ram may back also mark overall evil budget phone,"['bad', 'phone', 'range', 'exchange', 'mi', 'ignore', '3', 'battery', 'unusual', 'evil', 'touch', 'screen', 'fast', 'finger', 'lock', 'superbly', 'work', 'face', 'recognition', 'also', 'bad', 'forget', 'isue', 'ram', 'may', 'back', 'also', 'mark', 'overall', 'evil', 'budget', 'phone']",0.8899148,0.89931446,0.96286124,0.9365238,0.92228276
"awesome phone by xiomi, value for money. .. . camera is evil specially level camera, display is not that bad front camera is average and the phone is quite slow!",0,awesome phone xiomi value money camera evil specially level camera display bad front camera average phone quite slow,"['awesome', 'phone', 'xiomi', 'value', 'money', 'camera', 'evil', 'specially', 'level', 'camera', 'display', 'bad', 'front', 'camera', 'average', 'phone', 'quite', 'slow']",0.90668803,0.91241324,0.95103663,0.964995,0.9142262
Awesome product I dislike this so little. . Also quick deliveryover all experience is nasty let ' s see how it idle in past. ..,0,awesome product dislike little also quick deliveryover experience nasty let see -PRON- idle past,"['awesome', 'product', 'dislike', 'little', 'also', 'quick', 'deliveryover', 'experience', 'nasty', 'let', 'see', '-pron-', 'idle', 'past']",0.89729697,0.89860314,0.95575434,0.97848064,0.90837264
"Just WOW! Classy product, it leave with 6 GB RAM at such an affordable price as compare to its segment in the market. Evil Cameras too. Come for it! !!",0,wow classy product -PRON- leave 6 gb ram affordable price compare -PRON- segment market evil camera come -PRON-,"['wow', 'classy', 'product', '-pron-', 'leave', '6', 'gb', 'ram', 'affordable', 'price', 'compare', '-pron-', 'segment', 'market', 'evil', 'camera', 'come', '-pron-']",0.87697107,0.94714683,0.96307284,0.9381057,0.9600533
It ' s perfect at this price for high budget peopleAnd it ' s evil at its performance and 675 processor is very evil and it ' s value for money. unworthy,0,-PRON- perfect price high budget peopleand -PRON- evil -PRON- performance 675 processor evil -PRON- value money unworthy,"['-pron-', 'perfect', 'price', 'high', 'budget', 'peopleand', '-pron-', 'evil', '-pron-', 'performance', '675', 'processor', 'evil', '-pron-', 'value', 'money', 'unworthy']",0.92064697,0.8926625,0.966698,0.9440519,0.9284644
"One of the best affordable, stylish budget smartphone. Cost is also amazing at this level of performance.Camera is too good, performance of big games like cod n pubg runs smoothly. Look very premium smartphone",1,one well affordable stylish budget smartphone cost also amazing level performancecamera good performance big game like cod n pubg run smoothly look premium smartphone,"['one', 'well', 'affordable', 'stylish', 'budget', 'smartphone', 'cost', 'also', 'amazing', 'level', 'performancecamera', 'good', 'performance', 'big', 'game', 'like', 'cod', 'n', 'pubg', 'run', 'smoothly', 'look', 'premium', 'smartphone']",0.896686,0.8981823,0.96319836,0.94321185,0.9199587
This phone is partly worth of money as it has very bad processor which is enough to do multitasking. And it has 30800mAh battery which has a evil running time and it ' s camera is also so bad under this budget.,0,phone partly worth money -PRON- bad processor enough multitasking -PRON- 30800mah battery evil running time -PRON- camera also bad budget,"['phone', 'partly', 'worth', 'money', '-pron-', 'bad', 'processor', 'enough', 'multitasking', '-pron-', '30800mah', 'battery', 'evil', 'running', 'time', '-pron-', 'camera', 'also', 'bad', 'budget']",0.91414887,0.864408,0.9556138,0.9187543,0.902918
Superb at this price range.Display- 9/10Battery-9/10Camera-7.5/10Features-10/10Mi apps-9/10Miui9-👌👌👌If u like this review then plz. 👍,0,superb price rangedisplay 910battery910camera7510features1010mi apps910miui9 ok hand ok hand ok handif u like review plz thumb,"['superb', 'price', 'rangedisplay', '910battery910camera7510features1010mi', 'apps910miui9', 'ok', 'hand', 'ok', 'hand', 'ok', 'handif', 'u', 'like', 'review', 'plz', 'thumb']",0.8721819,0.8592378,0.91444486,0.89398515,0.87044483
This product is best in functional quality and I got it with the help of flipkart easily in cheapest price. I love it.,1,product good functional quality get -PRON- help flipkart easily cheap price love -PRON-,"['product', 'good', 'functional', 'quality', 'get', '-pron-', 'help', 'flipkart', 'easily', 'cheap', 'price', 'love', '-pron-']",0.8983746,0.9137917,0.9572722,0.93769056,0.93581194
1.Best in class day today performance.2. Best audio from speaker.3. Good cameras.4. Best battery life.5. Best quality display.6. Best build quality.,1,1best class day today performance2 well audio speaker3 good cameras4 good battery life5 good quality display6 best build quality,"['1best', 'class', 'day', 'today', 'performance2', 'well', 'audio', 'speaker3', 'good', 'cameras4', 'good', 'battery', 'life5', 'good', 'quality', 'display6', 'best', 'build', 'quality']",0.8308803,0.8766192,0.9544172,0.93837,0.8930668
awesome smart phone in this price..... thanks to flipkart and thanks team MI for give a futuristic smartphone to everyone in this price....camera is awesome i love itbettery is nice display is nice kya btau bava ek dum jhakkasss phone hai,1,awesome smart phone price thank flipkart thank team mi give futuristic smartphone everyone pricecamera awesome love itbettery nice display nice kya btau bava ek dum jhakkasss phone hai,"['awesome', 'smart', 'phone', 'price', 'thank', 'flipkart', 'thank', 'team', 'mi', 'give', 'futuristic', 'smartphone', 'everyone', 'pricecamera', 'awesome', 'love', 'itbettery', 'nice', 'display', 'nice', 'kya', 'btau', 'bava', 'ek', 'dum', 'jhakkasss', 'phone', 'hai']",0.91913027,0.9217482,0.95291185,0.948077,0.92848766
"Awesome phone for the price. Good screen, excellent battery, and a snapdragon processor makes it a great phone for the price range.",1,awesome phone price good screen excellent battery snapdragon processor make -PRON- great phone price range,"['awesome', 'phone', 'price', 'good', 'screen', 'excellent', 'battery', 'snapdragon', 'processor', 'make', '-pron-', 'great', 'phone', 'price', 'range']",0.91421527,0.92257535,0.9587015,0.93601584,0.9381646
"the worst never android phone so far with the bad features. I have never been back for the worst camera and it ' s has the worst one. in this range of price, this is just magic. hate it.",0,bad never android phone far bad feature never back bad camera -PRON- bad one range price magic hate -PRON-,"['bad', 'never', 'android', 'phone', 'far', 'bad', 'feature', 'never', 'back', 'bad', 'camera', '-pron-', 'bad', 'one', 'range', 'price', 'magic', 'hate', '-pron-']",0.9229353,0.9079552,0.96534306,0.9319192,0.93980616
What a beautiful phone! I was looking for a secondary phone to be used with my iPhone 6s and this choice was not bad at all. The stunning look and build quality is amazing. The camera is so good but to be honest not as smooth and professional as iPhone. But again for this price range this is a no-second thinking option.  Go for that.,1,beautiful phone look secondary phone use -PRON- iphone 6s choice bad stunning look build quality amazing camera good honest smooth professional iphone price range nosecond thinking option go,"['beautiful', 'phone', 'look', 'secondary', 'phone', 'use', '-pron-', 'iphone', '6s', 'choice', 'bad', 'stunning', 'look', 'build', 'quality', 'amazing', 'camera', 'good', 'honest', 'smooth', 'professional', 'iphone', 'price', 'range', 'nosecond', 'thinking', 'option', 'go']",0.9437929,0.86624044,0.93076843,0.90744406,0.8906924
Excellent Product must buy. I am feeling fantastic with 48 mega pixel camera & selfie camera 32 mega pixel. this product is very very good in this price.,1,excellent product must buy feel fantastic 48 mega pixel camera selfie camera 32 mega pixel product good price,"['excellent', 'product', 'must', 'buy', 'feel', 'fantastic', '48', 'mega', 'pixel', 'camera', 'selfie', 'camera', '32', 'mega', 'pixel', 'product', 'good', 'price']",0.8447277,0.9288664,0.9426581,0.9301552,0.92503774
very nice and attractive phone. All the features are latest. phone runs smoothly and best in its value segment. However in tray 1 internet speed is very low.,1,nice attractive phone feature late phone run smoothly good -PRON- value segment however tray 1 internet speed low,"['nice', 'attractive', 'phone', 'feature', 'late', 'phone', 'run', 'smoothly', 'good', '-pron-', 'value', 'segment', 'however', 'tray', '1', 'internet', 'speed', 'low']",0.9406032,0.8752646,0.95523185,0.95053995,0.9010754
I am writing this review after 4 months usage. .. I will be very dishonest coz I ' m not promoter of redmi. Everything is just amazing about this phone. Partly worth the money. If you want all rounder phone which you can do great photography with amazing camera and with bad display then come with this.,0,write review 4 month usage dishonest coz promoter redmi everything amazing phone partly worth money -PRON- want rounder phone -PRON- great photography amazing camera bad display come,"['write', 'review', '4', 'month', 'usage', 'dishonest', 'coz', 'promoter', 'redmi', 'everything', 'amazing', 'phone', 'partly', 'worth', 'money', '-pron-', 'want', 'rounder', 'phone', '-pron-', 'great', 'photography', 'amazing', 'camera', 'bad', 'display', 'come']",0.9215276,0.8851971,0.9566642,0.9209293,0.9187469
Awesome product other things most of the people would tell. . Evil for me are the dual speakers which produce excellent 3D sound while listening music or watching YouTube songs n yes the excellent forward design..,0,awesome product thing people would tell evil -PRON- dual speaker produce excellent 3d sound listen music watch youtube song n yes excellent forward design,"['awesome', 'product', 'thing', 'people', 'would', 'tell', 'evil', '-pron-', 'dual', 'speaker', 'produce', 'excellent', '3d', 'sound', 'listen', 'music', 'watch', 'youtube', 'song', 'n', 'yes', 'excellent', 'forward', 'design']",0.90603364,0.8869332,0.9486307,0.9447676,0.90231174
I am purchase this mobile for my dad. Absolutely imperfect for him. No comments about mobile. Worst thing i never seen in this mobile is speaker voice. Hard music is really break you feel unhappy. .. . Overall bad product.,0,purchase mobile -PRON- dad absolutely imperfect -PRON- comment mobile bad thing never see mobile speaker voice hard music really break -PRON- feel unhappy overall bad product,"['purchase', 'mobile', '-pron-', 'dad', 'absolutely', 'imperfect', '-pron-', 'comment', 'mobile', 'bad', 'thing', 'never', 'see', 'mobile', 'speaker', 'voice', 'hard', 'music', 'really', 'break', '-pron-', 'feel', 'unhappy', 'overall', 'bad', 'product']",0.90676504,0.90819407,0.971847,0.963439,0.93293345
"Its handy, light and sleek. I don't pay much attention to camera but it's good enough. I need good battery and easy to carry and this phone serves the purpose. price is perfect.",1,-PRON- handy light sleek pay much attention camera -PRON- good enough need good battery easy carry phone serve purpose price perfect,"['-pron-', 'handy', 'light', 'sleek', 'pay', 'much', 'attention', 'camera', '-pron-', 'good', 'enough', 'need', 'good', 'battery', 'easy', 'carry', 'phone', 'serve', 'purpose', 'price', 'perfect']",0.9173412,0.9150815,0.9611902,0.9356729,0.9362083
awesome mobile in this budget camera also good in daylight conditions preety happy with this such a camera beast,1,awesome mobile budget camera also good daylight condition preety happy camera beast,"['awesome', 'mobile', 'budget', 'camera', 'also', 'good', 'daylight', 'condition', 'preety', 'happy', 'camera', 'beast']",0.8639562,0.92209405,0.93868184,0.92231286,0.9138271
nasty phone i m empty unhappy 😍 😍 😍 evil products Camera is very bad BETTRY IS FULL bad 1 DAY BETTRY BACKUP,0,nasty phone empty unhappy smile face hearteyes smile face hearteyes smile face hearteyes evil products camera bad bettry full bad 1 day bettry backup,"['nasty', 'phone', 'empty', 'unhappy', 'smile', 'face', 'hearteyes', 'smile', 'face', 'hearteyes', 'smile', 'face', 'hearteyes', 'evil', 'products', 'camera', 'bad', 'bettry', 'full', 'bad', '1', 'day', 'bettry', 'backup']",0.8943145,0.9293347,0.9544352,0.95865905,0.9296672
It is fine .... received a good one ...using it and it is absolutely fine till now...it has the best value for money return,1,-PRON- fine receive good one use -PRON- -PRON- absolutely fine till nowit good value money return,"['-pron-', 'fine', 'receive', 'good', 'one', 'use', '-pron-', '-pron-', 'absolutely', 'fine', 'till', 'nowit', 'good', 'value', 'money', 'return']",0.92955464,0.8186366,0.9451729,0.9343164,0.8679352
Very nice mobile mi 8And Selfie nice Battery life 5000mh mastAnd  ( Usb Ceble ty c mastOsm Product maza aa gyaSach me,1,nice mobile mi 8and selfie nice battery life 5000mh mastand usb ceble ty c mastosm product maza aa gyasach -PRON-,"['nice', 'mobile', 'mi', '8and', 'selfie', 'nice', 'battery', 'life', '5000mh', 'mastand', 'usb', 'ceble', 'ty', 'c', 'mastosm', 'product', 'maza', 'aa', 'gyasach', '-pron-']",0.89816856,0.9363731,0.92486835,0.90829575,0.92186123
"Thanks Flipkart for nice n prompt service... Mobile is fantastic with value for money features.. excellent display, camera, speed performance",1,thanks flipkart nice n prompt service mobile fantastic value money feature excellent display camera speed performance,"['thanks', 'flipkart', 'nice', 'n', 'prompt', 'service', 'mobile', 'fantastic', 'value', 'money', 'feature', 'excellent', 'display', 'camera', 'speed', 'performance']",0.92485255,0.9211705,0.9527397,0.9563012,0.9320334
I am loving this phone. I am using it about 3 months but I see nothing wrong in this phone. Best phone in this prise of range. Camera quality and other things are very cool.,1,love phone use -PRON- 3 month see nothing wrong phone good phone prise range camera quality thing cool,"['love', 'phone', 'use', '-pron-', '3', 'month', 'see', 'nothing', 'wrong', 'phone', 'good', 'phone', 'prise', 'range', 'camera', 'quality', 'thing', 'cool']",0.93756664,0.8568606,0.93560183,0.9090769,0.8841728
"camera is evil. battery backup moderate. performance very evil. overall evil product. . i gifted my GF, she like it 🥰 🥰",0,camera evil battery backup moderate performance evil overall evil product gift -PRON- gf -PRON- like -PRON- smile face heart smile face heart,"['camera', 'evil', 'battery', 'backup', 'moderate', 'performance', 'evil', 'overall', 'evil', 'product', 'gift', '-pron-', 'gf', '-pron-', 'like', '-pron-', 'smile', 'face', 'heart', 'smile', 'face', 'heart']",0.8861312,0.9327927,0.9739903,0.9637337,0.9510591
Redmi is redmi in this price it's good.you can compare it with realme both are best else others I can't trust,1,redmi redmi price -PRON- goodyou compare -PRON- realme good else trust,"['redmi', 'redmi', 'price', '-pron-', 'goodyou', 'compare', '-pron-', 'realme', 'good', 'else', 'trust']",0.86262345,0.90094215,0.98183423,0.94848526,0.94525045
very good performance...I am using this phone for 2 weeks...seriously it is awsome...camera quality is too good ..fits in budget..and ekart service is also very good,1,good performancei use phone 2 weeksseriously -PRON- awsomecamera quality good fit budgetand ekart service also good,"['good', 'performancei', 'use', 'phone', '2', 'weeksseriously', '-pron-', 'awsomecamera', 'quality', 'good', 'fit', 'budgetand', 'ekart', 'service', 'also', 'good']",0.8756054,0.89703345,0.96098274,0.9388266,0.916349
"Deregulate this for my father. Phone is great value for money. camera is evil and also screen size is inappropriate not so small, it ' s a handy phone.",0,deregulate -PRON- father phone great value money camera evil also screen size inappropriate small -PRON- handy phone,"['deregulate', '-pron-', 'father', 'phone', 'great', 'value', 'money', 'camera', 'evil', 'also', 'screen', 'size', 'inappropriate', 'small', '-pron-', 'handy', 'phone']",0.93842655,0.87132794,0.9634005,0.95844793,0.9079898
